EQUIP_ID,YEAR,MAKE,MODEL,DESCRIPTION,DEPT,SALE_PRICE,SALE_DATE,SOLD_BY,VIN,Equipment Type
87023,2008,SMITHCO,SWEEPSTAR 60,YARD SWEEPER - SELF PROPELLED,CEN,6566.6,2016-02-03T00:00:01.000,BIDADOO ONLINE AUCTION,D2091,SWEEPER - YARD
80428,2008,FORD,E450,MEDIC AID VAN NEW BODY,SFD,5546,2016-02-22T00:00:01.000,MURPHYS AUCTION,1FDXE45P68DA77050,MEDIC UNIT
83867,2008,FORD,E350,CUTAWAY VAN - SPARTAN BODY,DPR,12350,2019-08-20T00:00:01.000,BIDADOO ONLINE AUCTION,1FDSE35L18DA46113,VAN
43972,2004,FREIGHTLINER,SPRINTER P2500SHC,PASSENGER VAN - WHEELCHAIR LIFT,DPR,12105.56,2016-02-25T00:00:01.000,BIDADOO ONLINE AUCTION,WD5PD743345629195,VAN
31385,2011,FORD,F350,PICKUP 2WD SUPER CAB CRANE,SPU,7350,2017-09-01T00:00:01.000,MURPHYS AUCTION,1FD8X3GT6BEC47783,TRUCK - LIGHT
97309,2009,T3 MOTION,T3-001-111-10C,PEO ELECTRIC PERSONAL MOBILITY DEVICE,SPD,2650,2016-04-06T00:00:01.000,BIDADOO ONLINE AUCTION,2090501E1TMBA01632,PERSONAL MOBILITY DEVICE - ELE
89168,2008,FORD,CROWN VICTORIA,PATROL CAR,SPD,2570,2016-01-28T00:00:01.000,BIDADOO ONLINE AUCTION,2FAHP71V18X148842,SEDAN - PATROL
83656,2008,FORD,F450,PICKUP - DUMP BODY - CLASS 4,DPR,20600,2019-05-17T00:00:01.000,BIDADOO ONLINE AUCTION,1FDXX46R38EE29523,TRUCK - DUMP TRUCK
90487,2009,TOYOTA,CAMRY,MIDSIZE SEDAN - HYBRID,SPD,5210,2017-06-29T00:00:01.000,BIDADOO ONLINE AUCTION,4T1BB46K29U070135,SEDAN - MED - HYBRID
85428,2008,FORD,E450,MEDIC AID VAN - NEW BODY,SFD,4600,2016-08-18T00:00:01.000,MURPHYS AUCTION,1FDXE45P38DB39438,MEDIC UNIT
84722,2008,FORD,F450,PICKUP - SERVICE BODY - CLASS 4,SDOT,16350,2017-10-25T00:00:01.000,MURPHYS AUCTION,1FDXF46Y18EB35256,TRUCK - HEAVY
E1504,2005,ADDCO,AD-62W,TRAILER MOUNTED MESSAGE BOARD,SDOT,1525,2019-09-17T00:00:01.000,BIDADOO ONLINE AUCTION,521070705,TRAILER - MESSAGE BOARD
90488,2009,TOYOTA,CAMRY,MIDSIZE SEDAN - HYBRID,SPD,6750,2019-07-18T00:00:01.000,BIDADOO ONLINE AUCTION,4T1BB46K09U072563,SEDAN - MED - HYBRID
90489,2009,TOYOTA,CAMRY,SEDAN MIDSIZE - HYBRID,SPD,5000,2019-08-07T00:00:01.000,BIDADOO ONLINE AUCTION,4T1BB46K29U072807,SEDAN - MED - HYBRID
E1505,2005,SOLAR TECH,SILENT SENTINEL,TRAILER MOUNTED MESSAGE BOARD - SOLAR,SDOT,1550,2019-10-28T00:00:01.000,BIDADOO ONLINE AUCTION,4GM1A091651,TRAILER - MESSAGE BOARD
88040,2008,BRUSH BANDIT,65XP,CHIPPER - 6 IN,DPR,10100,2016-09-28T00:00:01.000,BIDADOO ONLINE AUCTION,4FMUS1118R006400,CHIPPER
88041,2008,BRUSH BANDIT,65XP,CHIPPER - 6 IN,DPR,11101,2016-09-15T00:00:01.000,BIDADOO ONLINE AUCTION,4FMUS11168R006392,CHIPPER
47121,2004,KOMATSU,FG30HT12,FORKLIFT - 6000 LB LIFT,CEN,12850,2018-05-02T00:00:01.000,MURPHYS AUCTION,580906A,FORKLIFT
83850,2008,FORD,E350,CUTAWAY VAN - SPARTAN BODY,DPR,12221,2019-06-27T00:00:01.000,BIDADOO ONLINE AUCTION,1FDSE35L38DA46114,VAN
63408,2006,FORD,F250,PICKUP,DPR,5000,2017-06-23T00:00:01.000,MURPHYS AUCTION,1FTSX20516EB69189,TRUCK - LIGHT
63709,2006,FORD,F250,PICKUP,DPR,11100,2017-09-01T00:00:01.000,MURPHYS AUCTION,1FTSX205X6EB69188,TRUCK - LIGHT
31387,2011,FORD,F450,EMERGENCY TRUCK,SDOT,26750,2019-05-03T00:00:01.000,MURPHYS AUCTION,1FD0X4HT1BEA91606,TRUCK - HEAVY
93883,2009,FORD,E350,CUTAWAY VAN - SPARTAN BODY,FAS,20199,2018-05-02T00:00:01.000,BIDADOO ONLINE AUCTION,1FDWE35L58DA00690,VAN
P5920,1986,PERRY,TRAILER,TRAILER,DPR,1475,2017-12-21T00:00:01.000,MURPHYS AUCTION,PMC19861043,TRAILER
63864,2006,FORD,F250,PICKUP - CREW CAB,DPR,6669,2016-09-28T00:00:01.000,BIDADOO ONLINE AUCTION,1FTSW20546EB69772,TRUCK - LIGHT
31976,2012,EAGLE,TRAILER,TRAILER FLATBED UTILITY,SPU,550,2019-04-26T00:00:01.000,BIDADOO ONLINE AUCTION,184BU0813BC010256,TRAILER
83362,2008,GMC,W5500HD,TRUCK - MOVING - CLASS 6,DPR,21000,2017-12-21T00:00:01.000,MURPHYS AUCTION,J8DE5W16087300667,TRUCK - HEAVY
85155,2008,JOHN DEERE,6430,TRACTOR,DPR,60250,2019-05-03T00:00:01.000,MURPHYS AUCTION,L06430H580316,TRACTOR
965690,1996,FREIGHTLINER,FL70,TRUCK - AERIAL LIFT PLATFORM - CLASS 8,SDOT,6900,2016-03-30T00:00:01.000,BIDADOO ONLINE AUCTION,1FV6HJBB0VH838713,TRUCK - AERIAL - PLATFORM
87607,2008,HARLEY-DAVIDSON,FLHPI ROAD KING,POLICE MOTORCYCLE,SPD,6052,2016-06-01T00:00:01.000,BIDADOO ONLINE AUCTION,1HD1FHM198Y684725,MOTORCYCLE - PATROL
93262,2009,FORD,F350,PICKUP - ANIMAL CONTROL BODY - RWD,FAS,10700,2018-09-04T00:00:01.000,BIDADOO ONLINE AUCTION,1FDSF34R19EA01199,TRUCK - LIGHT
90481,2009,TOYOTA,CAMRY,SEDAN MIDSIZE HYBRID,SPD,7900,2019-07-18T00:00:01.000,BIDADOO ONLINE AUCTION,4T1BB46K49U074008,SEDAN - MED - HYBRID
99247,2009,FORD,CROWN VICTORIA,PATROL CAR - TRAFFIC,SPD,3050,2016-09-28T00:00:01.000,BIDADOO ONLINE AUCTION,2FAHP71V69X143623,SEDAN - PATROL
83588,2008,FORD,F250,PICKUP - CREW CAB,SDOT,11601,2018-02-28T00:00:01.000,BIDADOO ONLINE AUCTION,1FTSW20R78EE22752,TRUCK - LIGHT
83858,2008,FORD,E350,CUTAWAY VAN - SPARTAN BODY,DPR,16200,2019-06-27T00:00:01.000,BIDADOO ONLINE AUCTION,1FDSE35L88DA46111,VAN
99249,2009,FORD,CROWN VICTORIA,PATROL CAR - DUI,SPD,1800,2016-05-24T00:00:01.000,BIDADOO ONLINE AUCTION,2FAHP71V79X143629,SEDAN - PATROL
955405,1995,EMERGENCY ONE,PUMPER,PUMPER - TOP MOUNTED CONTROLS,SFD,6000,2018-03-29T00:00:01.000,BIDADOO ONLINE AUCTION,4ENRAAA85S1004878,FIRE - PUMPER
955406,1995,EMERGENCY ONE,PUMPER,PUMPER - TOP MOUNTED CONTROLS,SFD,7500,2016-10-28T00:00:01.000,OTHER SURPLUS METHOD,4ENRAAA83S1004877,FIRE - PUMPER
81252,2008,TOYOTA,PRIUS,COMPACT SEDAN - HYBRID,SDOT,5100,2019-09-17T00:00:01.000,BIDADOO ONLINE AUCTION,JTDKB20U087704736,SEDAN - SML - HYBRID
81206,2008,TOYOTA,PRIUS,COMPACT SEDAN - HYBRID,SPD,7500,2018-10-05T00:00:01.000,BIDADOO ONLINE AUCTION,JTDKB20UX83415614,SEDAN - SML - HYBRID
31481,2010,FORD,CROWN VICTORIA,PATROL CAR,SPD,3150,2016-09-21T00:00:01.000,BIDADOO ONLINE AUCTION,2FABP7BV0AX121772,SEDAN - PATROL
957007,1995,ZAMBONI,500,ICE RESURFACER,CEN,8600,2018-10-05T00:00:01.000,BIDADOO ONLINE AUCTION,5354,ZAMBONI
957152,1995,HYPAC,C530A,ROLLER - 11 TON PNEUMATIC,SDOT,3550,2019-07-02T00:00:01.000,MURPHYS AUCTION,A091C4273R,ROLLER
94604,2009,FORD,F350,PICKUP - SERVICE BODY - 4X4,SPU,4575,2017-10-25T00:00:01.000,MURPHYS AUCTION,1FDWX31R19EA14392,TRUCK - LIGHT
81210,2008,TOYOTA,PRIUS,COMPACT SEDAN - HYBRID,SDOT,5100,2018-12-27T00:00:01.000,MURPHYS AUCTION,JTDKB20U183311061,SEDAN - SML - HYBRID
87602,2008,HARLEY-DAVIDSON,FLHPI ROAD KING,POLICE MOTORCYCLE,SPD,4751,2016-06-29T00:00:01.000,BIDADOO ONLINE AUCTION,1HD1FHM1X8Y684605,MOTORCYCLE - PATROL
84545,2008,CHEVROLET,COLORADO 4X4,COMPACT PICKUP - CREW CAB - 4X4,SPU,7300,2019-03-06T00:00:01.000,BIDADOO ONLINE AUCTION,1GCDT33E888208044,TRUCK - LIGHT
84745,2008,FORD,ESCAPE HYBRID,COMPACT SUV - HYBRID - 4X4,SDCI,7825,2019-05-02T00:00:01.000,BIDADOO ONLINE AUCTION,1FMCU59H38KD33845,SUV - SML - HYBRID
81456,2008,TOYOTA,PRIUS,COMPACT SEDAN - HYBRID,FAS,7700,2018-09-04T00:00:01.000,BIDADOO ONLINE AUCTION,JTDKB20U983412798,SEDAN - SML - HYBRID
957218,1995,YALE,GLP0308F,FORKLIFT - 3000 LB LIFT,CEN,5000,2017-08-28T00:00:01.000,BIDADOO ONLINE AUCTION,N596740,FORKLIFT
87610,2008,HARLEY-DAVIDSON,FLHPI ROAD KING,POLICE MOTORCYCLE,SPD,6451,2016-05-24T00:00:01.000,BIDADOO ONLINE AUCTION,1HD1FHM118Y684279,MOTORCYCLE - PATROL
83392,2008,FORD,F350,PICKUP - WITH LIFTGATE,DPR,11201.01,2016-04-19T00:00:01.000,BIDADOO ONLINE AUCTION,1FTWX30R18EE22749,TRUCK - LIGHT
83876,2008,FORD,F250,PICKUP - DUMPING FLATBED,DPR,9700,2018-12-27T00:00:01.000,MURPHYS AUCTION,1FDSF20R48EE31291,TRUCK - LIGHT
965409,1996,EMERGENCY ONE,PUMPER,PUMPER - TOP MOUNTED CONTROLS,SFD,7500,2017-02-02T00:00:01.000,OTHER SURPLUS METHOD,4ENRAAA81T1006208,FIRE - PUMPER
97622,2009,HARLEY-DAVIDSON,FLHPI ROAD KING,POLICE MOTORCYCLE,SPD,5900,2016-04-13T00:00:01.000,BIDADOO ONLINE AUCTION,1HD1FHM129Y648862,MOTORCYCLE - PATROL
92913,2009,TOYOTA,CAMRY,SEDAN MIDSIZE HYBRID,FAS,5200,2018-12-13T00:00:01.000,BIDADOO ONLINE AUCTION,4T1BB46K89U065926,SEDAN - MED - HYBRID
83963,2008,FORD,F250,PICKUP - CREW CAB,DPR,10250,2016-10-21T00:00:01.000,MURPHYS AUCTION,1FTSW20R28EE31293,TRUCK - LIGHT
83964,2008,FORD,E350,CUTAWAY VAN - SPARTAN BODY,DPR,15600,2019-07-18T00:00:01.000,BIDADOO ONLINE AUCTION,1FDSE35L58DA46115,VAN
81194,2008,TOYOTA,PRIUS,COMPACT SEDAN - HYBRID,DPR,5200,2019-04-11T00:00:01.000,BIDADOO ONLINE AUCTION,JTDKB20U687778095,SEDAN - SML - HYBRID
81190,2008,TOYOTA,PRIUS,COMPACT SEDAN - HYBRID,DPR,6600,2018-12-13T00:00:01.000,BIDADOO ONLINE AUCTION,JTDKB20U487778564,SEDAN - SML - HYBRID
87604,2008,HARLEY-DAVIDSON,FLHPI ROAD KING,POLICE MOTORCYCLE,SPD,4494,2016-07-13T00:00:01.000,BIDADOO ONLINE AUCTION,1HD1FHM148Y679884,MOTORCYCLE - PATROL
83276,2008,FORD,F150,PICKUP,DPR,6050,2019-03-28T00:00:01.000,BIDADOO ONLINE AUCTION,1FTVX12518KE39367,TRUCK - LIGHT
955340,1995,SIMON,QS-100,AERIAL - REAR MOUNT,SFD,3100,2017-10-25T00:00:01.000,MURPHYS AUCTION,1S91F74VXR1020126,FIRE - LADDER TRUCK
955341,1995,SIMON,QS-100,AERIAL - REAR MOUNT,SFD,8600,2017-03-03T00:00:01.000,BIDADOO ONLINE AUCTION,1S91F74V1R1020127,FIRE - LADDER TRUCK
955348,1995,FORD,CF8000,TRUCK - FLATBED - CLASS 7,SFD,6600,2018-02-15T00:00:01.000,BIDADOO ONLINE AUCTION,1FDYH81E9SVA64186,TRUCK - FLATBED
85324,2008,FORD,E450,MEDIC AID VAN - NEW BODY,SFD,4600,2016-08-18T00:00:01.000,MURPHYS AUCTION,1FDXE45P78DA73282,MEDIC UNIT
81870,2008,TOYOTA,PRIUS,COMPACT SEDAN - HYBRID,DPR,5868,2019-03-28T00:00:01.000,BIDADOO ONLINE AUCTION,JTDKB20U083318101,SEDAN - SML - HYBRID
81031,2008,TOYOTA,PRIUS,COMPACT SEDAN - HYBRID,SPD,7400,2019-07-02T00:00:01.000,MURPHYS AUCTION,JTDKB20UX87778097,SEDAN - SML - HYBRID
87605,2008,HARLEY-DAVIDSON,FLHPI ROAD KING,POLICE MOTORCYCLE,SPD,5500,2016-06-07T00:00:01.000,BIDADOO ONLINE AUCTION,1HD1FHM118Y684119,MOTORCYCLE - PATROL
83305,2008,FORD,F350,PICKUP - DUMPING FLATBED,DPR,16805,2019-03-06T00:00:01.000,MURPHYS AUCTION,1FDWX37R78EE31294,TRUCK - LIGHT
955402,1995,EMERGENCY ONE,PUMPER,FIRE PUMPER,SFD,5669.1,2016-03-01T00:00:01.000,BIDADOO ONLINE AUCTION,4ENRAAA86S1004873,FIRE - PUMPER
955403,1995,EMERGENCY ONE,PUMPER,FIRE PUMPER,SFD,5555,2016-03-01T00:00:01.000,BIDADOO ONLINE AUCTION,4ENRAAA8XS1004875,FIRE - PUMPER
99232,2009,FORD,CROWN VICTORIA,PATROL CAR,SPD,2175,2016-03-01T00:00:01.000,BIDADOO ONLINE AUCTION,2FAHP71V99X140232,SEDAN - PATROL
30895,2010,TORO,HDX-D-4WD,UTILITY VEHICLE W/  TRAILER AND BLADE,DPR,7725.99,2017-09-01T00:00:01.000,MURPHYS AUCTION,310000214,UTILITY VEHICLE
32087,2012,TOYOTA,8FGCU25,FORKLIFT,CEN,14400,2019-03-28T00:00:01.000,BIDADOO ONLINE AUCTION,44723,FORKLIFT
973743,1997,CHEVROLET,31003,PICKUP - FLATBED - 2WD,SFD,10500,2018-09-04T00:00:01.000,BIDADOO ONLINE AUCTION,1GBKC34FXVJ110687,TRUCK - HEAVY
975719,1997,CATERPILLAR,312BL,EXCAVATOR - 13 TON,SDOT,37750,2018-12-27T00:00:01.000,MURPHYS AUCTION,8JR00599,EXCAVATOR
978009,1997,INGERSOLL RAND,P185WJD,AIR COMPRESSOR - TRAILER MOUNTED,DPR,4355,2016-04-26T00:00:01.000,MURPHYS AUCTION,285779UBI221,COMPRESSOR
83589,2008,FORD,F250,PICKUP - CREW CAB,SDOT,12702,2018-02-28T00:00:01.000,BIDADOO ONLINE AUCTION,1FTSW20R98EE22753,TRUCK - LIGHT
83534,2008,FORD,F350,PICKUP - SERVICE BODY,SDOT,8500,2019-07-02T00:00:01.000,MURPHYS AUCTION,1FDSX34R48EE22751,TRUCK - LIGHT
975881,1997,FREIGHTLINER,FL70,TRUCK - DUMP - CLASS 7 TRAINING,SPD,12850,2018-09-04T00:00:01.000,BIDADOO ONLINE AUCTION,1FV6HJAA8WH8068000,TRUCK - DUMP TRUCK
43851,2004,FORD,F350,PICKUP - CREW CAB,DPR,8588,2016-06-29T00:00:01.000,BIDADOO ONLINE AUCTION,1FTWW32S14ED47774,TRUCK - LIGHT
68175,2006,KUBOTA,L39-TL,TRACTOR - LOADER - 4X4,DPR,15000,2017-03-03T00:00:01.000,BIDADOO ONLINE AUCTION,52566,TRACTOR - LOADER
30935,2010,GO-4,INTERCEPTOR III,PEO SCOOTER,SPD,2375,2018-05-02T00:00:01.000,MURPHYS AUCTION,2W9MPH6139S044164,SCOOTER
30938,2010,GO-4,INTERCEPTOR III,PEO SCOOTER,SPD,2700,2017-12-12T00:00:01.000,BIDADOO ONLINE AUCTION,2W9MPH6199S044167,SCOOTER
47150,2004,CHERRINGTON,BEACH CLEANER,BEACH CLEANER/SANDSIFTER 5000,DPR,6200,2019-09-03T00:00:01.000,MURPHYS AUCTION,503A445,SIFTER - SAND
68177,2006,KUBOTA,L39-TL,TRACTOR - LOADER - 4X4,DPR,15100,2017-03-03T00:00:01.000,BIDADOO ONLINE AUCTION,52544,TRACTOR - LOADER
68181,2006,KUBOTA,L39-TL,TRACTOR - LOADER - 4X4,DPR,16500,2017-02-01T00:00:01.000,BIDADOO ONLINE AUCTION,52546,TRACTOR - LOADER
46402,2004,MACK,CV713,TRUCK - 12 YD DUMP - OFFROAD - CLASS 8,SPU,62500,2017-06-22T00:00:01.000,MURPHYS AUCTION,1M2AG10C44M012209,TRUCK - DUMP TRUCK
E1264,1992,WANCO,TRAFFICDIRECTOR,TRAFFIC CONTROL TRAILER,SDOT,233.5,2019-10-28T00:00:01.000,BIDADOO ONLINE AUCTION,092592-1,TRAILER
96511,2009,CASE,590M,BACKHOE LOADER - 19500 LB - BREAKER  4X4,SDOT,22250,2016-10-21T00:00:01.000,MURPHYS AUCTION,N9C529546,LOADER - BACKHOE
68188,2006,KUBOTA,L39-TL,TRACTOR - LOADER - 4X4,DPR,16600,2017-03-31T00:00:01.000,BIDADOO ONLINE AUCTION,52547,TRACTOR - LOADER
71686,2007,TOYOTA,PRIUS,COMPACT SEDAN - HYBRID,SPU,6300,2019-05-02T00:00:01.000,BIDADOO ONLINE AUCTION,JTDKB20U477643938,SEDAN - SML - HYBRID
71912,2007,TOYOTA,PRIUS,COMPACT SEDAN - HYBRID,SDCI,7356,2019-03-28T00:00:01.000,BIDADOO ONLINE AUCTION,JTDKB20U577643222,SEDAN - SML - HYBRID
73699,2007,FORD,RANGER,COMPACT PICKUP,SDOT,6250,2019-01-25T00:00:01.000,BIDADOO ONLINE AUCTION,1FTZR14U07PA86668,TRUCK - LIGHT
45559,2004,PETERBILT,330,TRUCK DUMP SANDER PLOW,SDOT,37500,2017-09-01T00:00:01.000,MURPHYS AUCTION,2NPNHD6X64M833331,TRUCK - DUMP TRUCK
45567,2004,PETERBILT,330,TRUCK - DUMP - SANDER - PLOW - CLASS 6,SDOT,36350,2017-08-21T00:00:01.000,BIDADOO ONLINE AUCTION,2NPNHD6X84M833332,TRUCK - DUMP TRUCK
E165432,1999,WHITCO,TT250,TRAILER - WATER,SDOT,610,2019-09-17T00:00:01.000,BIDADOO ONLINE AUCTION,1P9TA0811XX217027,TRAILER
68090,2006,KUBOTA,L5030-HSTC,TRACTOR - LOADER,DPR,20000,2017-02-01T00:00:01.000,BIDADOO ONLINE AUCTION,39392,TRACTOR - LOADER
68176,2006,KUBOTA,L5030-HSTC,TRACTOR - LOADER,DPR,21300,2017-03-31T00:00:01.000,BIDADOO ONLINE AUCTION,39369,TRACTOR - LOADER
71470,2007,FORD,RANGER,COMPACT PICKUP,SDOT,6200,2019-03-06T00:00:01.000,BIDADOO ONLINE AUCTION,1FTZR14U97PA86670,TRUCK - LIGHT
35576,2003,PETERBILT,330,TRUCK DUMP SANDER PLOW CLASS 8,SDOT,31100,2017-06-29T00:00:01.000,BIDADOO ONLINE AUCTION,2NPNHD8XX3M808086,TRUCK - DUMP TRUCK
30925,2010,FORD,TRANSIT CONNECT,MINIVAN CARGO,DPR,7250,2017-09-01T00:00:01.000,MURPHYS AUCTION,NM0LS6BN3AT041609,VAN - MINIVAN
43649,2004,FORD,F550,TRUCK FLATBED PLOW SANDER,SDOT,11250,2016-10-21T00:00:01.000,MURPHYS AUCTION,1FDAF57P24EC39850,TRUCK - FLATBED
43640,2004,FORD,F550,TRUCK FLATBED SANDER PLOW,SDOT,14400,2016-03-01T00:00:01.000,BIDADOO ONLINE AUCTION,1FDAF57P64EC39849,TRUCK - HEAVY
43720,2004,FORD,F550,TRUCK - FLATBED - SANDER - CLASS 5,SDOT,14760,2017-10-02T00:00:01.000,BIDADOO ONLINE AUCTION,1FDAF56P54ED00822,TRUCK - FLATBED
71627,2007,FORD,CROWN VICTORIA,FULLSIZE SEDAN,SPD,1725,2016-10-20T00:00:01.000,BIDADOO ONLINE AUCTION,2FAFP71WX7X115515,SEDAN - PATROL
P163049,1997,TAYLOR DUNN,SCOOTER,ELECTRIC SCOOTER,DPR,813.8,2017-02-01T00:00:01.000,BIDADOO ONLINE AUCTION,UNKP163049,SCOOTER - ELECTRIC
99252,2009,FORD,CROWN VICTORIA,PATROL CAR - TRAFFIC,SPD,3200,2016-03-01T00:00:01.000,BIDADOO ONLINE AUCTION,2FAHP71V19X143626,SEDAN - PATROL
73019,2007,CHEVROLET,COLORADO 4X4,COMPACT PICKUP - 4X4,SDOT,8101,2019-09-17T00:00:01.000,BIDADOO ONLINE AUCTION,1GCDT19E878219233,TRUCK - LIGHT
47019,2004,KOMATSU,FG20ST-12,FORKLIFT - 4000 LB LIFT,FAS,11750,2017-12-21T00:00:01.000,MURPHYS AUCTION,580509A,FORKLIFT
995338,1999,EMERGENCY ONE,PUMPER,PUMPER - SIDE MOUNTED CONTROLS,SFD,5201,2018-07-18T00:00:01.000,BIDADOO ONLINE AUCTION,4ENRAAA82Y1001204,FIRE - PUMPER
995339,1999,EMERGENCY ONE,PUMPER,PUMPER - SIDE MOUNTED CONTROLS,SFD,5450,2018-09-04T00:00:01.000,BIDADOO ONLINE AUCTION,4ENRAAA84Y1001205,FIRE - PUMPER
73462,2007,CHEVROLET,COLORADO 4X4,COMPACT PICKUP - 4X4,SPU,5150,2019-07-02T00:00:01.000,MURPHYS AUCTION,1GCDT19E278220670,TRUCK - LIGHT
73916,2007,CHEVROLET,COLORADO 4X4,COMPACT PICKUP - 4X4,SPU,11200,2017-10-10T00:00:01.000,BIDADOO ONLINE AUCTION,1GCDT19E478221397,TRUCK - LIGHT
73457,2007,CHEVROLET,COLORADO 4X4,COMPACT PICKUP - 4X4,SPU,9500,2017-10-25T00:00:01.000,MURPHYS AUCTION,1GCDT19E278221303,TRUCK - LIGHT
995633,1999,STOW,SWQCM9B8,CEMENT MIXER - TRAILER,SDOT,618.6,2016-04-19T00:00:01.000,BIDADOO ONLINE AUCTION,9805647,TRAILER - CEMENT MIXER
31775,2010,ISUZU,NQR,TRUCK MOUNTED SWEEPER - 2 YD -  17 -950,DPR,61600,2017-03-03T00:00:01.000,BIDADOO ONLINE AUCTION,JALE5W16XA7901560,SWEEPER - STREET
98119,2009,CASE,590M,BACKHOE LOADER - 19500 LB - 4X4,DPR,46600,2019-05-02T00:00:01.000,BIDADOO ONLINE AUCTION,N9C529549,LOADER - BACKHOE
63582,2006,CHEVROLET,COLORADO,PICKUP COMPACT - CREW CAB 2WD,SPU,7655,2018-11-08T00:00:01.000,BIDADOO ONLINE AUCTION,1GCCS136068295589,TRUCK - LIGHT
45557,2004,PETERBILT,330,TRUCK - DUMP - SANDER - PLOW - CLASS 6,SDOT,34750,2017-08-04T00:00:01.000,BIDADOO ONLINE AUCTION,2NPNHD6X44M833330,TRUCK - DUMP TRUCK
31646,2011,FORD,TRANSIT CONNECT,PEO MINIVAN CARGO,SPD,9350,2017-10-25T00:00:01.000,MURPHYS AUCTION,NM0LS6BN9BT056679,VAN - MINIVAN
33960,2003,GMC,WORK HORSE,WALKIN VAN - CLASS 4,DPR,9100,2016-02-25T00:00:01.000,BIDADOO ONLINE AUCTION,5B4KP42P743376940,VAN - WALKIN
43684,2004,FORD,F450,PICKUP - FLATBED - CLASS 4,SPU,10700,2016-03-23T00:00:01.000,BIDADOO ONLINE AUCTION,1FDXF46P34ED18689,TRUCK - FLATBED
68180,2006,JOHN DEERE,4320,TRACTOR - MOWER-LOADER-BLOWER,DPR,21700,2017-03-03T00:00:01.000,BIDADOO ONLINE AUCTION,LV4320H321016,TRACTOR - LOADER
80370,1940,FORD,UNKNOWN,FIRE PUMPER - ANTIQUE,SFD,10750,2016-01-28T00:00:01.000,BIDADOO ONLINE AUCTION,UNKF0370,FIRE - PUMPER
31495,2010,FORD,CROWN VICTORIA,PATROL CAR,SPD,2150,2016-10-21T00:00:01.000,MURPHYS AUCTION,2FABP7BV2AX140002,SEDAN - PATROL
51442,2005,TOYOTA,PRIUS,SEDAN COMPACT - HYBRID,SDOT,7100,2018-02-15T00:00:01.000,BIDADOO ONLINE AUCTION,JTDKB22U550117384,SEDAN - SML - HYBRID
53668,2005,FORD,F450,PICKUP - SERVICE BODY - CLASS 4,SDOT,10400,2017-02-01T00:00:01.000,BIDADOO ONLINE AUCTION,1FTXD46Y05EA08705,TRUCK - HEAVY
43807,2004,FORD,F350,PICKUP,DPR,7000,2017-08-28T00:00:01.000,BIDADOO ONLINE AUCTION,1FTSF30P84EE09703,TRUCK - LIGHT
53372,2005,FORD,RANGER,COMPACT PICKUP,DPR,4700,2016-03-23T00:00:01.000,BIDADOO ONLINE AUCTION,1FTZR14U55PA58622,TRUCK - LIGHT
31712,2011,KAWASAKI,CONCOURS 14P ABS POLICE ED,POLICE MOTORCYCLE,SPD,3550,2018-12-13T00:00:01.000,BIDADOO ONLINE AUCTION,JKBZGNC3BA009010,MOTORCYCLE - PATROL
31496,2010,FORD,CROWN VICTORIA,PATROL CAR,SPD,1925,2016-09-28T00:00:01.000,BIDADOO ONLINE AUCTION,2FABP7BV4AX140003,SEDAN - PATROL
58341,2005,JEEP,LIBERTY,COMPACT SUV,SPD,3050,2016-02-25T00:00:01.000,BIDADOO ONLINE AUCTION,1J4GK48K05W582377,SUV - SML
83488,2008,FORD,F350,PICKUP - DUMPING FLATBED,SPU,15000,2019-07-18T00:00:01.000,BIDADOO ONLINE AUCTION,1FDSX34Y68EA28966,TRUCK - LIGHT
83250,2008,FORD,F350,PICKUP - ANIMAL CONTROL BODY,FAS,6920,2018-12-13T00:00:01.000,BIDADOO ONLINE AUCTION,1FDSF34578EA28967,TRUCK - LIGHT
74717,2007,CHEVROLET,COLORADO 4X4,COMPACT PICKUP - CREW CAB - 4X4,SPU,14600,2017-10-10T00:00:01.000,BIDADOO ONLINE AUCTION,1GCDT13E378231881,TRUCK - LIGHT
74718,2007,FORD,RANGER,PICKUP COMPACT,SPU,11000,2018-03-29T00:00:01.000,BIDADOO ONLINE AUCTION,1FTZR14U77PA99417,TRUCK - LIGHT
51439,2005,TOYOTA,PRIUS,COMPACT SEDAN - HYBRID,DPR,6578,2016-01-14T00:00:01.000,BIDADOO ONLINE AUCTION,JTDKB22U250117035,SEDAN - SML - HYBRID
44577,2004,FORD,F250,PICKUP - CREW CAB,SPU,3605.55,2017-08-04T00:00:01.000,BIDADOO ONLINE AUCTION,1FTNW20L44ED47785,TRUCK - LIGHT
43958,2004,FORD,F250,PICKUP,DPR,14669,2016-02-22T00:00:01.000,MURPHYS AUCTION,1FTNX21P84ED82473,TRUCK - LIGHT
43203,2004,CHEVROLET,EXPRESS,CARGO VAN,SPD,6200,2016-09-15T00:00:01.000,BIDADOO ONLINE AUCTION,1GCGG25U041224936,VAN
43162,2004,CHEVROLET,EXPRESS,VAN CARGO,SPU,8050,2016-10-21T00:00:01.000,MURPHYS AUCTION,1GCGG25U541224799,VAN
64557,2006,FORD,RANGER,COMPACT PICKUP,SDOT,7800,2018-03-07T00:00:01.000,MURPHYS AUCTION,1FTZR44U56PA83698,TRUCK - LIGHT
64628,2006,FORD,ESCAPE,SUV COMPACT 4X4,SPU,4200,2017-05-08T00:00:01.000,MURPHYS AUCTION,1FMYU92Z76KD02045,SUV - SML
